StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_BallotBoxStuffing,Q5,Q6,Q8,Q9,Q10,Q16,Q17,Q18,Q11,Q12,Q13,Q14,Q3,Q3_4_TEXT,Q4,Q20,SC0,Score
2025-03-17 15:23:01,2025-03-17 15:25:21,IP Address,174.234.98.126,100,140,True,2025-03-17 15:25:22,R_5davbiGbReJEcJT,,,,,43.0451,-76.1739,anonymous,EN,1,,Strongly agree,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Man,,26 - 32,Yes,12,12
2025-03-17 15:32:00,2025-03-17 15:35:27,IP Address,69.6.113.7,100,207,True,2025-03-17 15:35:28,R_11bUiqDNoRyaKR2,,,,,44.5928,-75.1726,anonymous,EN,1,,Somewhat agree,Yes,Neither agree nor disagree,Somewhat agree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Man,,33 - 50,Yes,12,12
2025-03-17 15:40:40,2025-03-17 15:44:22,IP Address,205.247.31.149,100,221,True,2025-03-17 15:44:22,R_6q9sTauxulRQDta,,,,,44.7503,-75.131,anonymous,EN,1,,Somewhat disagree,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Man,,50+,No,12,12
2025-03-17 17:59:25,2025-03-17 18:12:03,IP Address,96.61.1.151,100,758,True,2025-03-17 18:12:04,R_6zpScluB05usItK,,,,,44.4673,-75.2305,anonymous,EN,0.8999999761581421,,Somewhat disagree,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Woman,,50+,Yes,12,12
2025-03-17 21:30:37,2025-03-17 21:33:52,IP Address,67.241.83.59,100,195,True,2025-03-17 21:33:53,R_5jI02eOJ9feKyyA,,,,,44.6611,-74.9708,anonymous,EN,1,,Somewhat agree,Yes,Somewhat disagree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-18 08:52:34,2025-03-18 08:54:03,IP Address,24.139.79.214,100,88,True,2025-03-18 08:54:03,R_6k0mZRhRra1vEqr,,,,,18.2803,-67.142,anonymous,EN,1,,Strongly agree,Yes,Somewhat disagree,Somewhat disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Prefer not to say,,18 - 25,Yes,12,12
2025-03-18 08:54:31,2025-03-18 08:56:40,IP Address,67.249.161.125,100,129,True,2025-03-18 08:56:41,R_3fj4dlFaKHtZWDM,,,,,44.3241,-74.1312,anonymous,EN,1,,Neither agree nor disagree,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Woman,,33 - 50,Yes,12,12
2025-03-18 09:14:14,2025-03-18 09:15:32,IP Address,66.66.226.187,100,78,True,2025-03-18 09:15:32,R_7WHEnNH7JOs0WAS,,,,,44.3051,-69.977,anonymous,EN,1,,Somewhat disagree,No,Strongly disagree,Somewhat agree,Strongly disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Woman,,33 - 50,Yes,12,12
2025-03-18 10:47:58,2025-03-18 10:54:32,IP Address,174.231.54.168,100,393,True,2025-03-18 10:54:32,R_57veFcjSXoxKS7A,,,,,42.6552,-73.802,anonymous,EN,1,,Strongly agree,Yes,Strongly agree,Strongly disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_SqhUYCgOPt3dpo8,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Man,,50+,Yes,12,12
2025-03-18 13:08:48,2025-03-18 13:11:12,IP Address,174.234.123.124,100,143,True,2025-03-18 13:11:13,R_6A6MPT0yOsXV9ex,,,,,41.534,-74.0492,anonymous,EN,1,,Somewhat agree,Yes,Somewhat disagree,Somewhat agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Woman,,33 - 50,Yes,12,12
2025-03-18 15:26:58,2025-03-18 15:29:17,IP Address,67.249.29.181,100,138,True,2025-03-18 15:29:17,R_5OliLRehrlZH7Ai,,,,,44.8009,-74.991,anonymous,EN,1,,Somewhat agree,No,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.",IM_SqhUYCgOPt3dpo8,IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-18 22:36:36,2025-03-18 22:40:17,IP Address,104.229.180.235,100,221,True,2025-03-18 22:40:18,R_5KqNpW5ucwBiG1d,,,,,44.6611,-74.9708,anonymous,EN,0.8999999761581421,,Neither agree nor disagree,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Man,,50+,Yes,12,12
2025-03-19 10:21:25,2025-03-19 10:23:08,IP Address,69.6.125.94,100,102,True,2025-03-19 10:23:08,R_1Gew7Zi7lRHG3zg,,,,,44.5928,-75.1726,anonymous,EN,1,,Strongly agree,No,Strongly disagree,Somewhat agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,1",IM_2lGxsiH4vRe9cG9,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,26 - 32,Yes,12,12
2025-03-19 13:44:49,2025-03-19 13:46:32,IP Address,69.6.115.17,100,103,True,2025-03-19 13:46:33,R_3UXW2VhtgfiEDBd,,,,,44.5928,-75.1726,anonymous,EN,1,,Strongly agree,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,No,12,12
2025-03-19 19:15:34,2025-03-19 19:20:51,IP Address,174.197.198.83,100,317,True,2025-03-19 19:20:51,R_6cs6CRp1pilB53r,,,,,42.7836,-73.9428,anonymous,EN,1,,Strongly agree,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,No,12,12
2025-03-20 06:13:48,2025-03-20 06:15:56,IP Address,76.37.239.133,100,127,True,2025-03-20 06:15:56,R_5qqjhIIzBemUyBy,,,,,44.6611,-74.9708,anonymous,EN,1,,Strongly agree,Yes,Somewhat agree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Man,,50+,Yes,12,12
2025-03-20 10:05:42,2025-03-20 10:07:20,IP Address,168.170.134.1,100,97,True,2025-03-20 10:07:21,R_7Ic947fE5rr4uAQ,,,,,43.7129,-76.0627,anonymous,EN,1,,Somewhat agree,No,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_9BwARSdPzIIprKK,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Woman,,26 - 32,Yes,12,12
2025-03-20 10:06:00,2025-03-20 10:08:03,IP Address,168.170.134.1,100,122,True,2025-03-20 10:08:03,R_7cYRFteIDZs75Wc,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,Yes,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Woman,,50+,Yes,12,12
2025-03-20 10:06:54,2025-03-20 10:08:18,IP Address,168.170.134.1,100,83,True,2025-03-20 10:08:18,R_5RgaxKXjSRZQwAJ,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,Yes,Strongly disagree,Strongly agree,Neither agree nor disagree,"No, I would rather skip these questions.",,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Woman,,50+,Yes,12,12
2025-03-20 10:06:02,2025-03-20 10:09:24,IP Address,168.170.134.1,100,201,True,2025-03-20 10:09:24,R_6zvHCNmAzz7Y4RM,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,No,Strongly disagree,Neither agree nor disagree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Woman,,33 - 50,No,12,12
2025-03-20 10:09:03,2025-03-20 10:10:33,IP Address,168.170.134.1,100,90,True,2025-03-20 10:10:33,R_5akUreEBXgWShrW,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,No,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Man,,33 - 50,Yes,12,12
2025-03-20 10:06:34,2025-03-20 10:11:10,IP Address,168.170.134.1,100,276,True,2025-03-20 10:11:11,R_6K3kTbcmqs1hOF2,,,,,43.7129,-76.0627,anonymous,EN,1,,Somewhat disagree,Yes,Somewhat agree,Strongly agree,Strongly disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Man,,50+,No,12,12
2025-03-20 10:09:30,2025-03-20 10:11:21,IP Address,168.170.134.1,100,110,True,2025-03-20 10:11:21,R_1l5iPptJgB4dot9,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,Yes,Somewhat agree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Woman,,26 - 32,Yes,12,12
2025-03-20 10:12:09,2025-03-20 10:13:55,IP Address,168.170.134.1,100,105,True,2025-03-20 10:13:55,R_5FJnAhtEcofVk7C,,,,,43.7129,-76.0627,anonymous,EN,1,,Somewhat disagree,No,Strongly disagree,Somewhat agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_2lGxsiH4vRe9cG9,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Woman,,26 - 32,No,12,12
2025-03-20 10:12:01,2025-03-20 10:14:41,IP Address,168.170.134.1,100,159,True,2025-03-20 10:14:41,R_6qecvAWq84hx5cL,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly agree,Yes,Somewhat agree,Neither agree nor disagree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Woman,,18 - 25,No,12,12
2025-03-20 10:15:26,2025-03-20 10:17:14,IP Address,168.170.134.1,100,108,True,2025-03-20 10:17:15,R_1NqSgVhjuQdTxeh,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,No,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,1",IM_SqhUYCgOPt3dpo8,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Woman,,50+,No,12,12
2025-03-20 10:20:51,2025-03-20 10:22:32,IP Address,168.170.134.1,100,100,True,2025-03-20 10:22:32,R_3MyCPlxYuMiIh2D,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-20 10:58:14,2025-03-20 11:01:54,IP Address,168.170.134.1,100,219,True,2025-03-20 11:01:54,R_5IcSNubgSM5hONE,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,Yes,Strongly disagree,Strongly agree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.",IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Woman,,33 - 50,Yes,12,12
2025-03-20 11:17:45,2025-03-20 11:21:43,IP Address,168.170.134.1,100,237,True,2025-03-20 11:21:43,R_6wd4ZuGBDCAeqsh,,,,,43.7129,-76.0627,anonymous,EN,1,,Somewhat disagree,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Man,,33 - 50,Yes,12,12
2025-03-20 11:30:27,2025-03-20 11:32:36,IP Address,174.231.52.195,100,129,True,2025-03-20 11:32:37,R_7CCziONGuZjww8a,,,,,42.6552,-73.802,anonymous,EN,1,,Neither agree nor disagree,No,Strongly disagree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,1",IM_9BwARSdPzIIprKK,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Woman,,33 - 50,Yes,12,12
2025-03-20 11:43:01,2025-03-20 11:45:34,IP Address,168.170.134.1,100,152,True,2025-03-20 11:45:34,R_3jMRcQml0JsbQPv,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,Yes,Somewhat agree,Strongly agree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_2lGxsiH4vRe9cG9,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-20 12:16:15,2025-03-20 12:20:03,IP Address,168.170.134.1,100,227,True,2025-03-20 12:20:04,R_3nvYOmDP0VUOOjP,,,,,43.7129,-76.0627,anonymous,EN,1,,Strongly disagree,No,Strongly disagree,Strongly agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_9BwARSdPzIIprKK,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Woman,,50+,Yes,12,12
2025-03-20 12:32:57,2025-03-20 12:34:24,IP Address,168.170.134.1,100,86,True,2025-03-20 12:34:24,R_5XwHHs1NgU5auLT,,,,,43.7129,-76.0627,anonymous,EN,1,,Somewhat disagree,No,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Woman,,33 - 50,No,12,12
2025-03-20 12:55:33,2025-03-20 12:58:55,IP Address,168.170.134.1,100,201,True,2025-03-20 12:58:56,R_3v8i4BODTKTRzIl,,,,,43.7129,-76.0627,anonymous,EN,1,,Neither agree nor disagree,Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Woman,,50+,Yes,12,12
2025-03-20 13:21:18,2025-03-20 13:23:30,IP Address,168.170.134.1,100,132,True,2025-03-20 13:23:31,R_74WHEpgeRNZ29ax,,,,,43.7129,-76.0627,anonymous,EN,1,,Somewhat disagree,Yes,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_9BwARSdPzIIprKK,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Woman,,33 - 50,Yes,12,12
2025-03-20 13:34:36,2025-03-20 13:36:33,IP Address,168.170.134.1,100,117,True,2025-03-20 13:36:34,R_6fwfnbXn935Zinq,,,,,43.7129,-76.0627,anonymous,EN,1,,Neither agree nor disagree,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Woman,,33 - 50,No,12,12
2025-03-20 15:38:26,2025-03-20 15:41:42,IP Address,174.234.114.65,100,196,True,2025-03-20 15:41:43,R_1jSyNdnQFnuRHXS,,,,,42.7008,-73.8601,anonymous,EN,1,,Somewhat agree,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Man,,50+,Yes,12,12
2025-03-20 16:12:34,2025-03-20 16:17:59,IP Address,69.201.56.187,100,325,True,2025-03-20 16:17:59,R_3CoVRYRHT0kmHNT,,,,,43.9771,-75.9093,anonymous,EN,1,,Strongly disagree,No,Strongly disagree,Strongly agree,Strongly disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Woman,,50+,No,12,12
2025-03-20 18:01:38,2025-03-20 18:05:58,IP Address,67.252.94.112,100,260,True,2025-03-20 18:05:59,R_5oveCgGtYeRV1eA,,,,,43.9771,-75.9093,anonymous,EN,1,,Somewhat disagree,Yes,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Woman,,50+,No,12,12
2025-03-20 19:04:50,2025-03-20 19:08:29,IP Address,104.229.175.238,100,219,True,2025-03-20 19:08:30,R_741gF4AGGnt290d,,,,,43.9771,-75.9093,anonymous,EN,1,,Strongly disagree,Yes,Somewhat disagree,Strongly agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Woman,,33 - 50,Yes,12,12
2025-03-20 21:05:16,2025-03-20 21:08:12,IP Address,67.249.17.115,100,175,True,2025-03-20 21:08:12,R_7kn2nTGdQV1onrl,,,,,44.5928,-75.1726,anonymous,EN,1,,Somewhat disagree,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Man,,26 - 32,Yes,12,12
2025-03-21 01:17:41,2025-03-21 01:25:05,IP Address,142.105.247.140,100,443,True,2025-03-21 01:25:05,R_63a2XlpX6WRdaoA,,,,,44.224,-74.4641,anonymous,EN,1,,Somewhat disagree,Yes,Neither agree nor disagree,Strongly agree,Somewhat disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_SqhUYCgOPt3dpo8,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Woman,,50+,Yes,12,12
2025-03-21 08:36:03,2025-03-21 08:42:20,IP Address,67.240.246.186,100,377,True,2025-03-21 08:42:20,R_7EaXbeQ8WFOHVe1,,,,,44.0078,-76.0444,anonymous,EN,1,,Strongly agree,Yes,Strongly agree,Strongly disagree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Man,,50+,Yes,12,12
2025-03-21 10:23:58,2025-03-21 10:27:13,IP Address,174.231.52.85,100,195,True,2025-03-21 10:27:14,R_5PnIjfIfeNwWzDh,,,,,42.6552,-73.802,anonymous,EN,0.8999999761581421,,Somewhat agree,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_XlMlczVqhMZo0zG,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Non-binary,,18 - 25,Yes,12,12
2025-03-14 11:50:19,2025-03-14 12:52:38,IP Address,71.184.123.43,0,3739,False,2025-03-21 12:52:43,R_5tnZTQjr9xIoeCj,,,,,42.6508,-71.1607,anonymous,EN,1,,,,,,,,,,,,,,,,,,,
2025-03-14 15:06:25,2025-03-14 15:06:51,IP Address,174.224.166.150,44,25,False,2025-03-21 15:06:55,R_3ttF23tdRpM5Oym,,,,,42.2546,-71.4564,anonymous,EN,0.8999999761581421,true,Neither agree nor disagree,Yes,Strongly disagree,Strongly agree,Somewhat agree,"Yes, I will proceed with questions that include pictures of snakes.",,,,,,,,,,,6,
2025-03-14 15:00:54,2025-03-14 15:27:47,IP Address,69.6.114.133,56,1612,False,2025-03-21 15:27:56,R_6QA7K5aIUqGbzsu,,,,,44.5928,-75.1726,anonymous,EN,1,,Strongly disagree,Yes,Strongly disagree,Strongly agree,Neither agree nor disagree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,,,,,,,,,6,
2025-03-14 20:11:33,2025-03-14 20:11:52,IP Address,196.201.218.16,6,18,False,2025-03-21 20:11:53,R_8e24qM86lPPvjgl,,,,,-1.2841,36.8155,anonymous,EN,1,,,,,,,,,,,,,,,,,,,
2025-03-23 15:05:54,2025-03-23 15:08:31,IP Address,96.61.2.78,100,157,True,2025-03-23 15:08:31,R_7Qo6nkXyY6ejud9,,,,,44.3138,-75.2526,anonymous,EN,0.8999999761581421,,Strongly agree,Yes,Neither agree nor disagree,Somewhat agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,50+,Yes,12,12
2025-03-16 21:16:07,2025-03-16 21:19:01,IP Address,67.241.89.224,0,174,False,2025-03-23 21:19:03,R_5p45gmPyaoqi5C5,,,,,44.6611,-74.9708,anonymous,EN,0.8999999761581421,,,,,,,,,,,,,,,,,,,
2025-03-17 07:17:28,2025-03-17 07:17:35,IP Address,69.204.134.164,6,7,False,2025-03-24 07:17:38,R_3lfrRK4gPFWzrDx,,,,,42.4134,-73.6732,anonymous,EN,1,,,,,,,,,,,,,,,,,,,
2025-03-17 10:13:17,2025-03-24 09:59:29,IP Address,69.6.101.220,100,603972,True,2025-03-24 09:59:29,R_1LOLymQzdIEk1ih,,,,,44.5928,-75.1726,anonymous,EN,1,,Somewhat agree,Yes,Strongly disagree,Strongly agree,Strongly agree,"Yes, I will proceed with questions that include pictures of snakes.","IM_2lGxsiH4vRe9cG9,IM_MxZjv2tEeUzJljT,IM_zLbGdV01rxORYdo,1",IM_zLbGdV01rxORYdo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Woman,,33 - 50,Yes,12,12
2025-03-24 14:11:30,2025-03-24 14:12:24,Survey Preview,,100,54,True,2025-03-24 14:12:25,R_7p3TF1V7Z9InIlZ,,,,,44.5928,-75.1726,preview,EN,1,,,,,,,,,,,,,,,,,,,0
